id,userid,courseid,finalgrade,timemodified
931,51,5,82.6,1764729702
932,52,5,84.2,1780825109
933,53,5,93.1,1780300954
934,54,5,90.2,1770177969
935,55,5,88.4,1778132269
936,56,5,99.9,1759531548
937,57,5,95.3,1777710124
938,58,5,79.0,1764572668
939,59,5,95.9,1760075180
940,60,5,94.4,1773599949
941,61,5,98.5,1781060800
942,62,5,85.7,1775872741
943,63,5,90.7,1758540765
944,64,5,85.8,1771581111
945,65,5,97.6,1775343890
946,66,5,99.0,1779562219
947,67,5,87.3,1780042995
948,68,5,79.7,1779808173
949,69,5,84.4,1767428383
950,71,5,94.5,1755970709
951,72,5,82.0,1780335219
952,73,5,83.5,1770551026
953,74,5,81.7,1778606771
954,75,5,90.1,1776834583
955,76,5,80.3,1767810944
956,77,5,84.8,1772417818
957,78,5,80.8,1757347882
958,79,5,92.6,1772855380
959,80,5,88.3,1770948264
960,81,5,87.8,1768718738
961,82,5,91.0,1777721654
962,83,5,87.6,1756822603
963,84,5,88.6,1775996917
964,85,5,86.0,1781292419
965,86,5,89.5,1765753479
966,87,5,88.3,1775389473
967,88,5,84.6,1777593158
968,89,5,83.1,1759721469
969,90,5,97.4,1780392997
970,91,5,94.2,1750982037
971,92,5,79.7,1779286647
972,93,5,95.8,1781083135
973,94,5,95.8,1752226295
974,95,5,81.0,1781146667
975,96,5,84.0,1764249054
976,97,5,81.3,1755011300
977,98,5,84.2,1767559374
978,99,5,83.1,1753718284
979,100,5,87.2,1780610568
980,101,5,88.2,1774481335
981,102,5,79.2,1773452328
982,103,5,82.0,1769828331
983,104,5,96.2,1765934596
984,105,5,86.5,1767774406
985,106,5,82.4,1755741777
986,107,5,99.6,1776061331
987,108,5,98.6,1775599607
988,109,5,89.5,1751591062
989,110,5,85.9,1780997416
990,111,5,83.2,1770083025
991,112,5,90.9,1779190996
992,113,5,90.8,1777906674
993,114,5,86.2,1759706959
994,115,5,93.1,1761001881
995,117,5,92.2,1779795706
996,118,5,88.7,1752074434
997,119,5,94.6,1779391482
998,120,5,78.5,1779032303
999,121,5,97.8,1767133713
1000,122,5,89.9,1761730547
1001,123,5,85.6,1753417959
1002,124,5,98.1,1764367612
1003,125,5,87.9,1760017135
1004,126,5,78.0,1776280597
1005,127,5,97.4,1767710830
1006,128,5,83.3,1770646544
1007,129,5,96.0,1771500503
1008,130,5,81.4,1759290392
1009,131,5,80.4,1775535318
1010,132,5,81.9,1779937581
1011,133,5,80.2,1769456354
1012,134,5,88.8,1765250271
1013,135,5,86.1,1764434068
1014,136,5,92.4,1774285952
1015,137,5,95.6,1767300209
1016,138,5,96.1,1772359189
1017,139,5,83.8,1765000078
1018,140,5,79.7,1778685102
1019,141,5,94.0,1765445165
1020,142,5,92.5,1769952768
1021,143,5,94.5,1759670822
1022,144,5,90.7,1749650492
1023,145,5,97.4,1776646978
1024,146,5,89.1,1780951451
1025,147,5,87.7,1771853913
1026,148,5,96.6,1780330810
1027,149,5,91.4,1765807543
1028,150,5,98.4,1776851574
1029,152,5,99.6,1770876083
1030,153,5,78.1,1747862000
1031,154,5,78.5,1764813862
1032,155,5,98.2,1760137304
1033,156,5,81.4,1771094546
1034,157,5,83.8,1769762990
1035,158,5,95.8,1768402838
1036,159,5,94.2,1763703293
1037,160,5,88.7,1769615711
1038,161,5,91.1,1747257723
1039,162,5,86.4,1780037596
1040,163,5,85.7,1748040401
1041,164,5,97.1,1765013282
1042,165,5,98.4,1757744476
1043,166,5,84.7,1780050906
1044,167,5,85.2,1747701680
1045,168,5,94.1,1776199316
1046,169,5,90.7,1771306123
1047,170,5,81.3,1775184385
1048,171,5,90.1,1778741975
1049,172,5,95.0,1767273935
1050,173,5,82.4,1751513157
1051,174,5,91.6,1753298643
1052,175,5,83.9,1754092245
1053,176,5,80.0,1766208718
1054,177,5,82.2,1775405167
1055,178,5,81.7,1756628664
1056,179,5,91.7,1761460297
1057,180,5,82.4,1760045841
1058,181,5,80.5,1760733541
1059,182,5,97.1,1767660979
1060,183,5,95.7,1782363338
1061,184,5,82.6,1755307028
1062,185,5,94.5,1777498102
1063,186,5,93.3,1780746192
1064,187,5,89.6,1770789727
1065,188,5,95.4,1776433403
1066,189,5,98.8,1774293889
1067,190,5,96.7,1767431139
1068,191,5,84.4,1764857849
1069,192,5,89.2,1773456981
1070,193,5,97.1,1749975393
1071,194,5,99.3,1767737171
1072,195,5,83.4,1771082625
1073,196,5,94.4,1764787191
1074,197,5,91.8,1773413775
1075,199,5,83.7,1770044994
1076,201,5,83.0,1750703230
1077,202,5,79.9,1765138484
1078,204,5,87.2,1754557508
1079,205,5,98.0,1777028682
1080,206,5,92.4,1777429484
1081,207,5,97.0,1763441707
1082,208,5,98.0,1749737421
1083,209,5,92.4,1749644103
1084,210,5,90.3,1778941010
1085,211,5,96.5,1778174306
1086,212,5,97.4,1766775690
1087,213,5,94.4,1749100786
1088,214,5,81.3,1779001647
1089,215,5,94.8,1771848521
1090,216,5,91.5,1780976078
1091,217,5,85.9,1766710528
1092,218,5,96.6,1773699350
1093,219,5,96.7,1771409858
1094,220,5,83.0,1760816621
1095,223,5,94.7,1755457681
1096,224,5,97.1,1779667295
1097,225,5,97.5,1761197490
1098,226,5,94.2,1781798628
1099,227,5,98.7,1760718846
1100,228,5,97.3,1774158863
1101,229,5,88.1,1752735650
1102,230,5,89.4,1781010461
1103,231,5,86.5,1773952035
1104,233,5,95.0,1780634943
1105,234,5,91.5,1772762012
1106,235,5,88.2,1761961019
1107,236,5,80.5,1776633765
1108,237,5,90.0,1763034961
1109,238,5,81.9,1772889340
1110,239,5,97.4,1779714807
1111,240,5,98.0,1761972131
1112,241,5,80.0,1777368901
1113,243,5,91.5,1757437273
1114,244,5,94.9,1780568976
1115,245,5,97.0,1765250538
1116,246,5,79.1,1760756440
1117,247,5,84.4,1780087766
1118,248,5,78.1,1764610253
1119,249,5,96.8,1776241257
1120,250,5,83.2,1770506846
1121,251,5,87.7,1750806960
1122,252,5,84.1,1769745900
1123,253,5,79.1,1774390523
1124,254,5,81.2,1771077742
1125,255,5,84.6,1751201217
1126,256,5,99.9,1757445246
1127,257,5,93.2,1772757140
1128,258,5,99.3,1768733831
1129,259,5,80.0,1780455699
1130,260,5,96.0,1758563672
1131,261,5,84.4,1756663083
1132,262,5,85.2,1765437089
1133,263,5,91.5,1757759683
1134,264,5,89.6,1760723070
1135,265,5,98.5,1757575573
1136,266,5,96.7,1776449639
1137,267,5,85.8,1754778525
1138,269,5,95.8,1766909907
1139,270,5,99.5,1761406821
1140,271,5,95.5,1749393728
1141,272,5,100.0,1760432830
1142,273,5,95.7,1759943973
1143,274,5,84.2,1768985096
1144,275,5,90.1,1780477261
1145,276,5,85.5,1760718830
1146,277,5,96.3,1771922248
1147,278,5,88.5,1761756211
1148,279,5,88.6,1750944572
1149,280,5,97.7,1781847784
1150,2,6,84.6,1781438352
1151,3,6,78.4,1767667430
1152,4,6,79.5,1753482622
1153,6,6,96.5,1752957141
1154,7,6,80.6,1769211067
1155,8,6,93.6,1764385722
1156,9,6,86.2,1749527048
1157,10,6,84.7,1762919519
1158,13,6,97.9,1769507422
1159,14,6,94.1,1756616514
1160,18,6,88.1,1775533247
1161,22,6,97.6,1780833386
1162,24,6,92.1,1779242537
1163,25,6,84.1,1775074238
1164,26,6,84.0,1758222854
1165,27,6,90.3,1759781635
1166,29,6,95.7,1782508615
1167,30,6,91.5,1780631617
1168,31,6,78.6,1763762187
1169,32,6,79.2,1758699049
1170,33,6,97.6,1782193151
1171,35,6,96.0,1758306156
1172,43,6,83.7,1774877473
1173,44,6,85.3,1776312634
1174,45,6,78.7,1761412190
1175,46,6,96.6,1761497255
1176,47,6,80.8,1767478456
1177,49,6,79.6,1767032544
1178,51,6,90.1,1766061126
1179,52,6,82.6,1779997462
1180,53,6,90.5,1763575274
1181,57,6,88.2,1780327294
1182,62,6,92.2,1765027540
1183,64,6,97.9,1769837851
1184,65,6,92.5,1755337477
1185,66,6,90.7,1770784232
1186,69,6,93.8,1750408700
1187,73,6,99.3,1765448533
1188,76,6,83.2,1776280928
1189,77,6,93.7,1766101181
1190,78,6,92.6,1774756265
1191,79,6,96.6,1774793581
1192,80,6,99.9,1777958533
1193,81,6,92.3,1765181150
1194,84,6,96.9,1776342785
1195,87,6,86.5,1777790907
1196,88,6,90.7,1748278103
1197,89,6,83.9,1781555013
1198,93,6,88.6,1761898300
1199,94,6,99.6,1773713894
1200,96,6,79.9,1763035404
1201,98,6,89.9,1757287513
1202,103,6,99.1,1773312077
1203,104,6,93.3,1761996899
1204,105,6,83.7,1769399528
1205,110,6,96.7,1772133403
1206,111,6,84.1,1761362286
1207,115,6,83.2,1752615957
1208,121,6,87.7,1755612621
1209,122,6,79.2,1764125848
1210,127,6,93.5,1764246025
1211,128,6,78.3,1758092726
1212,129,6,84.9,1776098425
1213,134,6,83.6,1752613876
1214,136,6,91.0,1756870512
1215,137,6,99.9,1768082842
1216,138,6,96.3,1752211440
1217,140,6,85.7,1766996983
1218,141,6,78.5,1779405190
1219,145,6,80.9,1770166788
1220,151,6,93.2,1761100196
1221,154,6,85.3,1773356162
1222,156,6,79.5,1776336572
1223,157,6,81.9,1749935164
1224,158,6,82.8,1751352211
1225,160,6,79.5,1762571219
1226,166,6,97.9,1756546262
1227,171,6,96.0,1773696934
1228,173,6,84.7,1760402250
1229,178,6,81.9,1771267975
1230,180,6,86.6,1758774598
1231,183,6,82.2,1757170295
1232,185,6,92.2,1772059036
1233,189,6,86.9,1764209160
1234,193,6,78.8,1753254104
1235,197,6,91.9,1775981429
1236,200,6,80.5,1778166324
1237,203,6,86.8,1759270027
1238,205,6,94.8,1749112781
1239,206,6,84.0,1759224446
1240,207,6,90.2,1748049807
1241,213,6,98.4,1764371849
1242,217,6,89.5,1775983894
1243,219,6,93.8,1750013097
1244,220,6,85.7,1748599481
1245,222,6,99.5,1773998229
1246,226,6,95.5,1776388928
1247,228,6,98.3,1773800755
1248,230,6,85.4,1774847421
1249,235,6,93.9,1773697917
1250,236,6,94.4,1775247132
1251,237,6,85.2,1762174118
1252,239,6,79.6,1748791693
1253,240,6,81.2,1772313917
1254,242,6,91.9,1781240532
1255,243,6,78.7,1750597170
1256,244,6,96.7,1775335872
1257,245,6,82.8,1773150086
1258,246,6,99.0,1758610766
1259,248,6,96.9,1765738880
1260,252,6,87.6,1781395862
1261,255,6,78.9,1774387972
1262,260,6,94.6,1769732253
1263,261,6,80.9,1758621014
1264,268,6,91.8,1781120571
1265,269,6,79.6,1766799593
1266,270,6,84.5,1757850123
1267,274,6,89.3,1775994533
1268,275,6,80.4,1780780493
1269,277,6,93.5,1770944753
1270,279,6,80.5,1775143292
1271,3,7,89.1,1751773713
1272,4,7,85.6,1777132278
1273,15,7,81.3,1764025869
1274,16,7,78.5,1770020557
1275,21,7,96.4,1756826008
1276,22,7,85.5,1780909260
1277,23,7,92.6,1760861085
1278,26,7,83.0,1747549174
1279,27,7,81.3,1773146318
1280,29,7,84.3,1781965525
1281,32,7,99.9,1759023924
1282,33,7,82.1,1778523399
1283,34,7,99.5,1769126824
1284,35,7,89.7,1754602459
1285,36,7,94.9,1762662217
1286,40,7,99.3,1759020143
1287,44,7,97.8,1759741747
1288,46,7,87.8,1759381943
1289,47,7,82.3,1751883080
1290,49,7,89.8,1762555590
1291,52,7,89.3,1763403152
1292,54,7,96.8,1748697751
1293,55,7,85.6,1780930257
1294,56,7,79.9,1756973387
1295,57,7,95.7,1779780664
1296,59,7,81.1,1769971584
1297,60,7,84.7,1752690511
1298,63,7,87.0,1769004265
1299,64,7,88.2,1756744818
1300,68,7,84.7,1761787057
1301,76,7,94.8,1766578874
1302,78,7,90.4,1755123629
1303,83,7,88.1,1775857153
1304,84,7,84.0,1780533137
1305,86,7,92.1,1752644433
1306,90,7,96.2,1772454816
1307,91,7,93.4,1753694891
1308,93,7,89.4,1777033757
1309,96,7,96.3,1772956023
1310,102,7,88.5,1768849166
1311,103,7,97.6,1770912806
1312,107,7,81.1,1771342123
1313,108,7,99.6,1774162155
1314,110,7,94.7,1780149818
1315,113,7,98.0,1750444512
1316,115,7,95.2,1772586242
1317,116,7,82.1,1767315100
1318,117,7,98.9,1779930249
1319,118,7,95.2,1780863702
1320,123,7,78.1,1751103482
1321,129,7,83.0,1776946745
1322,131,7,88.9,1757362163
1323,132,7,79.8,1764444275
1324,133,7,91.2,1765796667
1325,137,7,98.7,1780225847
1326,138,7,88.8,1781004462
1327,139,7,92.9,1765396011
1328,140,7,91.0,1752503033
1329,142,7,85.4,1767463004
1330,145,7,94.9,1782184593
1331,150,7,80.4,1760391253
1332,152,7,94.2,1772935311
1333,156,7,80.1,1753570025
1334,159,7,89.0,1757490953
1335,164,7,84.9,1765189264
1336,169,7,86.6,1772508520
1337,173,7,86.6,1756281872
1338,175,7,85.1,1765296662
1339,178,7,78.6,1755228811
1340,179,7,87.4,1774471041
1341,180,7,92.5,1765077235
1342,184,7,89.8,1775110513
1343,186,7,97.8,1781422680
1344,189,7,80.1,1773115082
1345,193,7,82.4,1762653777
1346,196,7,79.0,1768141826
1347,197,7,91.7,1771252129
1348,201,7,95.5,1771764906
1349,202,7,87.5,1771426340
1350,203,7,83.5,1753373769
1351,209,7,89.7,1752811954
1352,213,7,94.4,1773313669
1353,217,7,92.2,1749720386
1354,219,7,78.6,1766876322
1355,220,7,90.3,1750686928
1356,223,7,95.4,1759693278
1357,225,7,95.2,1767322331
1358,227,7,97.1,1761019884
1359,228,7,92.8,1756386917
1360,229,7,83.2,1750613756
1361,235,7,94.2,1777630109
1362,237,7,81.9,1765291998
1363,238,7,97.0,1760469344
1364,242,7,97.3,1781321893
1365,243,7,86.1,1767451034
1366,245,7,95.6,1773737856
1367,248,7,99.1,1762596652
1368,251,7,98.4,1757021418
1369,252,7,84.5,1751218529
1370,253,7,91.9,1760642375
1371,255,7,96.1,1777572387
1372,263,7,92.1,1775547332
1373,264,7,81.0,1759615568
1374,266,7,83.5,1774389994
1375,268,7,93.1,1782031616
1376,269,7,97.2,1758389301
1377,270,7,96.2,1769477298
1378,271,7,86.1,1763653523
1379,272,7,82.9,1768423784
1380,277,7,91.2,1778872415
1381,106,8,96.2,1780741658
1382,107,8,82.2,1779509374
1383,109,8,87.5,1780984303
1384,110,8,94.0,1791526243
1385,111,8,78.6,1786115002
1386,112,8,98.0,1786711137
1387,113,8,79.9,1789310483
1388,115,8,93.7,1780797932
1389,116,8,79.6,1761622009
1390,117,8,88.4,1789959727
1391,118,8,99.3,1784496228
1392,119,8,78.1,1780609742
1393,120,8,92.8,1766264149
1394,122,8,89.1,1778368702
1395,124,8,87.5,1802031811
1396,125,8,89.0,1782857575
1397,126,8,98.4,1780320128
1398,128,8,89.4,1771089639
1399,129,8,94.8,1801555202
1400,132,8,82.0,1761416289
1401,133,8,87.6,1795455866
1402,135,8,88.7,1797016014
1403,137,8,82.5,1784159325
1404,140,8,90.8,1766804990
1405,141,8,82.0,1799198295
1406,142,8,92.9,1792599278
1407,143,8,99.6,1804466253
1408,144,8,96.4,1762242913
1409,145,8,88.6,1785125116
1410,146,8,78.1,1796012315
1411,147,8,85.1,1775406574
1412,148,8,80.8,1804696366
1413,151,8,86.4,1778966585
1414,152,8,80.0,1780224594
1415,153,8,84.3,1778375615
1416,154,8,84.6,1770245425
1417,155,8,97.9,1793179564
1418,156,8,96.3,1761754781
1419,157,8,88.5,1774349850
1420,158,8,95.8,1774434797
1421,159,8,80.0,1769684488
1422,161,8,98.5,1776894729
1423,162,8,84.4,1783487988
1424,164,8,93.1,1753759406
1425,165,8,84.5,1793996792
1426,166,8,89.3,1759891499
1427,167,8,92.5,1770351552
1428,168,8,90.9,1766437918
1429,169,8,88.2,1788056516
1430,171,8,84.9,1786442899
1431,172,8,91.7,1788520019
1432,174,8,79.7,1755950998
1433,175,8,80.3,1790689963
1434,176,8,78.3,1767229781
1435,177,8,97.1,1790059953
1436,178,8,84.7,1776771395
1437,179,8,92.8,1792961970
1438,180,8,79.9,1787376075
1439,181,8,93.3,1752211900
1440,182,8,92.3,1771511208
1441,183,8,96.9,1803749557
1442,184,8,81.3,1800617667
1443,185,8,94.3,1774775451
1444,1,9,96.9,1775605995
1445,2,9,96.2,1786508460
1446,3,9,91.9,1772672279
1447,5,9,94.1,1793151531
1448,6,9,88.7,1773187907
1449,7,9,97.9,1807183054
1450,8,9,89.6,1750192629
1451,9,9,83.9,1751727960
1452,11,9,85.6,1790342799
1453,12,9,94.0,1763851542
1454,13,9,82.8,1801822801
1455,14,9,96.8,1801549754
1456,15,9,93.9,1770995442
1457,16,9,92.4,1777945362
1458,17,9,91.7,1769515574
1459,18,9,88.6,1804731884
1460,19,9,80.2,1787946752
1461,21,9,100.0,1762263459
1462,22,9,81.5,1789660417
1463,24,9,80.5,1794809407
1464,25,9,83.7,1776460359
1465,26,9,94.9,1755115953
1466,29,9,98.4,1782055137
1467,30,9,99.4,1772640263
1468,31,9,96.1,1770107506
1469,32,9,80.6,1784615154
1470,33,9,93.6,1791621448
1471,34,9,81.4,1773014845
1472,36,9,94.9,1774590649
1473,38,9,79.9,1761063429
1474,39,9,91.8,1792710153
1475,40,9,87.3,1788042521
1476,42,9,98.9,1794232977
1477,43,9,87.7,1779561385
1478,44,9,98.8,1803182597
1479,45,9,87.5,1780581706
